	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.m.1.SmLE.PZQ.ES.RNA.juv.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.m.1.SmLE.PZQ.ES.RNA.adu.m.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_304320	0	1	2.07535771717417	2.07705902983742	644.572158607441	310.324058564477	(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O	PHD finger protein 20-like 1
gene:Smp_304450	0.000366611098887804	0.999633388901112	0.223253726532506	0.222344420611382	93.2415404697808	419.391306375786	Protein asteroid homolog 1	Exonuclease 1
gene:Smp_304870	0	1	0.364634256472865	0.363040754547678	71.0601454030021	195.753545862917	50S ribosomal protein L22	Sgrair restriction enzyme
gene:Smp_304890	0	1	2.73947570471046	2.74542119839308	394.356528675233	143.63518235164	SCL-interrupting locus protein	DNA helicase II, UVRD
gene:Smp_304960	0	1	2.74302421650309	2.74898849559476	394.428233716927	143.474861558719	Probable ATP-dependent RNA helicase DDX46	Immunoglobulin-binding protein 1
gene:Smp_305050	0.00098850537280859	0.999011494627191	2.51198378083662	2.51975800989691	240.59755170876	95.478356724622	Centrosomal protein of 131 kDa	IQ2 and IQ3 motifs from MYO2P, A class V myosin
gene:Smp_305060	0.000775615235727667	0.999224384764272	3.46370751828666	3.520624630847	74.8115380709226	21.2423474997452	Thioredoxin Y2, chloroplastic	Minsc, peptide of protein inscuteable homolog
gene:Smp_305110	0	1	0.0374335474125727	0.0344867721601907	5.52091361074931	160.367827912055	Uncharacterized aminotransferase Mb2256c	Poliovirus 3A-N, genome polyprotein [core protein P3A]
gene:Smp_305410	1.58343840811481e-05	0.999984165615919	2.19600909990833	2.19858181545956	501.807686095241	228.236082345746	Transmembrane protein 45B	Putative ABC transporter, periplasmic binding Pro amino acid
gene:Smp_305590	0.0303685688088521	0.969631431191148	0.296557539866521	0.282695994863101	7.03364103540959	24.9059562335524	Conotoxin VnMKLT2-013	5'-tyrosyl-DNA phosphodiesterase
gene:Smp_305620	0.0189201001804316	0.981079899819568	0.40451522581757	0.389429525919491	7.53735352413631	19.3705374831713	Conotoxin VnMKLT2-013	5'-tyrosyl-DNA phosphodiesterase
gene:Smp_305730	2.78587069501013e-05	0.99997214129305	0.406056297834635	0.399019826566737	16.5265709365962	41.4329806129707	Putative cysteine-rich repeat secretory protein 32	Glucose-6-phosphate isomerase
gene:Smp_305760	3.59900997892737e-12	0.999999999996401	2.00455640631214	2.01245606217793	125.637306196434	62.4248071780784	DNA ligase 3	Holliday junction recognition protein
gene:Smp_305780	0.00152079769510616	0.998479202304894	0.388734443130196	0.38558137606934	36.6906187386011	95.1725503418536	TOMM20-like protein 1	Hemoglobin (OXY)
gene:Smp_306180	8.30656745386404e-05	0.999916934325461	3.31202360708195	3.47829541986816	23.7365606391022	6.81706836902376	Macrophage-expressed gene 1 protein	Complement component C8 alpha chain
gene:Smp_306190	4.14113188185183e-14	0.999999999999959	0.14914278914362	0.144876349336594	14.175647848812	97.9055529095655	Nucleolar protein 4-like	Vesicle transport through interaction with T- snares homolog 1A
gene:Smp_306240	0.00124697074403157	0.998753029255968	2.29263443262837	2.30197452065926	156.407695363633	67.9393599776407	Neuronal acetylcholine receptor subunit alpha-3	Acetylcholine receptor subunit alpha
gene:Smp_306290	9.99200722162641e-16	0.999999999999999	2.1851326838454	2.18660179137385	866.041484119784	396.061880822726	Sodium-dependent phosphate transporter 2	Integrin alpha-1
gene:Smp_306350	4.65081507028398e-06	0.99999534918493	0.438984020864603	0.436281046346907	44.4490568622748	101.894626007804	alpha 1,3 fucosyltransferase B	Alpha1,3-fucosyltransferase
gene:Smp_306450	0	1	4.2069918947532	4.24947431433004	157.491410166783	37.0537397749783	Neural-cadherin	Neurexin-1-alpha
gene:Smp_306580	0.0125492164283008	0.987450783571699	2.20429344849966	2.20730719657136	433.050703546495	196.184124777545	Retinol dehydrogenase 12	Mypaa.01249.C
gene:Smp_306720	0	1	0.0010997442503269	2.19757022271736e-05	0	455.038029711411	Translocon-associated protein subunit alpha	NADH-quinone oxidoreductase subunit A
gene:Smp_306910	0	1	2.12459142722257	2.12533006395016	1588.72284932697	747.51287951648	Integrin alpha-7	Integrin alpha-V
gene:Smp_306990	0.000918262234944622	0.999081737765055	2.21324526188824	2.21331213457628	19715.2772029927	8907.58459318965	Hypothetical protein	Subdomain of desmoplakin carboxy-terminal domain (DPCT)
gene:Smp_307000	0	1	8.38290729107354	8.3860015647769	9823.89710592959	1171.45497410544	Desmoplakin	Desmoplakin
gene:Smp_307240	0	1	0.389667889077679	0.389610054577028	2018.68173668184	5181.30324632624	Antigen 10-3	SUN domain-containing protein 2
gene:Smp_307450	0	1	0.0135879252460786	0.00027488946730229	0	36.3682581345804	U-actitoxin-Avd3s (Fragment)	BPTI, bovine pancreatic trypsin inhibitor
gene:Smp_307780	0	1	2.90126383313566	2.91590283215203	185.92650896295	63.7563597403631	Protocadherin-1	EP-cadherin, C-cadherin
gene:Smp_308300	0	1	0.368475645860336	0.367675437344773	142.456308736404	387.468450465028	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	  2 3vow_A Probable DNA DC->DU-edi  39.2      10 0.00031   26.3   0.0   18   21-38    162-179 (190)
gene:Smp_308360	1.29649111446639e-08	0.999999987035089	0.435943678921154	0.435650359242462	411.310131555158	944.141939345095	Zinc finger CCCH domain-containing protein 15 homolog	Translation machinery-associated protein 46
gene:Smp_308370	1.07647224467655e-12	0.999999999998924	0.00673450311833324	0.00651330485518177	14.3497097766274	2204.66337179885	elongation factor 1-alpha	Elongation factor EEF1A
gene:Smp_308600	0	1	2.05154189712336	2.05206777227981	2014.62440530328	981.748220911516	Myotubularin-related protein 3	Myotubularin-related protein 2
gene:Smp_308820	0	1	5.52582358858651	5.52934377230906	3490.32010163997	631.227674011071	Peroxidasin homolog	Lactoperoxidase, LPO
gene:Smp_308830	0.0100498753268243	0.989950124673176	2.1392058241711	2.16839667154163	41.5384518542661	19.1509092559283	Uncharacterized protein FLJ43738	NTRC family transcriptional regulator
gene:Smp_308940	1.25427102037889e-09	0.999999998745729	0.327193555790559	0.327048010523784	742.263895276202	2269.60752217178	Inactive hydroxysteroid dehydrogenase-like protein 1	Short-chain dehydrogenase
gene:Smp_308980	0	1	2.42605652636651	2.42856553600508	677.701504502683	279.048355418112	PAX-interacting protein 1	PAX-interacting protein 1
gene:Smp_309000	0	1	6.61777182419224	6.69870156853113	228.290665202035	34.0713309663675	PAX-interacting protein 1	DNA ligase 4
gene:Smp_309090	0	1	0.020069148285761	0.018524306265027	5.75917787431785	311.428268822502	Hypothetical protein	FGFR-3, fibroblast growth factor receptor 3
gene:Smp_309220	1.15582131020586e-05	0.999988441786898	0.485789629354437	0.483984526233038	67.6809969629397	139.85190320958	U11/U12 small nuclear ribonucleoprotein 35 kDa protein	U1-70K
gene:Smp_309250	2.32036612146658e-14	0.999999999999977	0.0239750678693704	0.016026726214471	0.956250702070461	60.2799612272659	Hypothetical protein	S1P4 first extracellular loop peptidomimetic
gene:Smp_309480	0.00016053507877567	0.999839464921224	0.17713751852416	0.17562508083786	46.9034019788791	267.112450592295	thioredoxin peroxidase	Probable peroxiredoxin
gene:Smp_309590	0	1	2.0677985314587	2.0690629832031	857.859820813934	414.607548029337	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1	Disks large homolog 4
gene:Smp_309670	0	1	187.199130562285	9329.1370628685	93.281370628685	0	tRNA (guanine(26)-N(2))-dimethyltransferase	N(2),N(2)-dimethylguanosine tRNA methyltransferas
gene:Smp_309680	0	1	0.446228475652291	0.446126435950339	1188.71122448928	2664.52885871404	Coiled-coil domain-containing protein 137	Coil Ser L9C
gene:Smp_309690	0	1	0.400090696591313	0.398573529413148	77.3686645814457	194.128995370256	Coiled-coil domain-containing protein 137	Coil Ser L9C
gene:Smp_309730	0.0370107382823867	0.962989261717613	0.197703252758123	0.128743691411772	0.725405914094068	5.70217048408187	Lys-gingipain W83	Protein REV
gene:Smp_309910	0.000189022219268198	0.999810977780732	3.57101034950378	3.67701239518585	43.7770101454501	11.8983118139005	Neurotactin	Rossmann 2X3 fold protein
gene:Smp_309980	3.59910989899959e-10	0.999999999640089	0.356325749408203	0.356048978027937	406.541267733638	1141.83085005782	Very-long-chain 3-oxoacyl-CoA reductase	D-3-hydroxybutyrate dehydrogenase
gene:Smp_310170	3.81398409521339e-08	0.999999961860159	2.52141755609146	2.52165667295149	7877.42449343111	3123.90237789358	Basement membrane-specific heparan sulfate proteoglycan core protein	Vascular endothelial growth factor receptor 2
gene:Smp_310250	0	1	0.409863229402341	0.409522128177228	347.852320437549	849.424735030987	Alpha-parvin	Alpha-parvin
gene:Smp_310510	2.48043696693401e-10	0.999999999751956	3.2321619283513	3.26142646458509	122.128409718447	37.4393832820436	Hypothetical protein	Haloacid dehalogenase-like hydrolase
gene:Smp_310550	7.94440846441091e-10	0.999999999205559	2.94458560314371	2.94981719055541	538.320891292146	182.486357067736	Nesprin-1	Plectin
gene:Smp_310760	7.77663022233366e-06	0.999992223369778	4.61752228986875	4.62810292931618	776.886078309484	167.854909267321	Microtubule-actin cross-linking factor 1	Desmoplakin
gene:Smp_310820	0	1	0.28344984491982	0.283351949095087	1018.27477132495	3593.7001353174	LETM1 and EF-hand domain-containing protein 1, mitochondrial	PFCDPK2, calcium-dependent protein kinase 2
gene:Smp_310830	0	1	2.1095496752367	2.10999565356397	2577.3505495012	1221.49040695478	LETM1 and EF-hand domain-containing protein 1, mitochondrial	Mitochondrial distribution and morphology protein
gene:Smp_311360	2.22044604925031e-16	1	2.03438374821454	2.03526142148605	1177.67633560098	578.631310235757	Protein strawberry notch homolog 1	Type I site-specific restriction-modification system, R (restriction) subunit
gene:Smp_311450	0	1	2.3289897760219	2.33298801105191	380.728195022835	163.187664634019	Protein MoaE	RON2, rhoptry NECK protein 2
gene:Smp_311490	3.31706309730784e-05	0.999966829369027	10.6035528592088	11.4736791229536	62.1645961924433	5.40888922691419	P2X purinoceptor 4	P2X purinoceptor
gene:Smp_311660	0.0324617086164722	0.967538291383528	0.395257452173179	0.394896063504196	324.433754107328	821.582778687907	U-actitoxin-Avd3s (Fragment)	BPTI, bovine pancreatic trypsin inhibitor
gene:Smp_311670	2.3760888701041e-08	0.999999976239111	3.28702207630582	3.28944053761084	1527.25315107818	464.282676403704	U-actitoxin-Avd3s (Fragment)	BPTI, bovine pancreatic trypsin inhibitor
gene:Smp_312440	0	1	6.51977263014199	6.52095700469256	14921.2012220491	2288.1834678164	aldehyde dehydrogenase	ALDH, betaine aldehyde dehydrogenase
gene:Smp_312450	3.08530978543331e-13	0.999999999999691	0.0482885348873154	0.0482053319274737	270.711172579934	5615.99059070731	Aldehyde dehydrogenase X, mitochondrial	ALDH, betaine aldehyde dehydrogenase
gene:Smp_312580	0	1	0.426218400728659	0.426056216973619	740.049762063171	1736.99026564568	Hypoxanthine-guanine phosphoribosyltransferase	HGPRT, HGPRTASE, hypoxanthine-guanine phosphoribosyltransferase
gene:Smp_312610	0	1	0.301053964023086	0.298867842620219	46.9047253566152	156.964818519473	Monocyte to macrophage differentiation factor	Autophagy-related protein 3
gene:Smp_312730	4.32542890393961e-13	0.999999999999567	0.194277597114325	0.192464148923281	41.974670569607	218.1328115547	Centrosomal protein of 135 kDa	Smooth muscle myosin heavy chain
gene:Smp_312820	0	1	3.12764901492264	3.13166420526722	814.74991904128	260.158353194099	Probable palmitoyltransferase ZDHHC8	E3 ubiquitin-protein ligase ARIH1
gene:Smp_312830	0	1	0.432136710960027	0.431613672005879	230.06295551994	533.042983355925	Regulatory protein E2	Human cannabinoid receptor 1 - helix 7/8 peptide
gene:Smp_312850	0	1	2.33110878857466	2.34016561449043	168.856982919616	72.1502701424133	Sodium/potassium/calcium exchanger 6, mitochondrial	Uncharacterized membrane protein MJ0091
gene:Smp_312870	2.63367483377408e-09	0.999999997366325	2.01507082018016	2.01962469358248	221.017688637188	109.42998126955	General transcription factor 3C polypeptide 4	Anti-platelet protein
gene:Smp_312990	6.62566495557293e-07	0.999999337433504	2.38483669088604	2.3864093235711	1031.74556648593	432.336436252595	Kinesin-like protein KIF21B	Kinesin, kinesin heavy chain
gene:Smp_313110	0	1	0.141926930160997	0.138108273298982	15.2268064939437	110.315081401593	50S ribosomal protein L25	Microprocessor complex subunit DGCR8
gene:Smp_313330	2.21670459765733e-11	0.999999999977833	0.403577960191405	0.40244286793664	103.811518909183	257.968280100938	Core protein VP3	Alpha-ketoglutarate-dependent taurine dioxygenase
gene:Smp_313830	0	1	0.0913644779361453	0.090964970733074	101.568056879909	1116.66223175367	ELAV-like protein 2	Protein raver-1, ribonucleoprotein PTB-binding 1
gene:Smp_313840	0	1	3.80865692794103	3.8255277745167	312.679859479153	81.727704680149	Tonsoku-like protein	3ANK, 3 ankyrin repeats
gene:Smp_313980	0	1	4.74423302321331	4.75479302909407	827.72428891685	174.074189122856	Tubulin beta-4B chain	Tubulin beta-2B chain
gene:Smp_313990	1.70709326785534e-07	0.999999829290673	12.077986693426	12.6591994263675	118.455687813614	9.3480710614974	Tubulin beta chain	Tubulin beta-2B chain
gene:Smp_314030	0	1	0.00924023275982629	0.00894526242302311	14.7417561164274	1649.10384583416	Hypothetical protein	Hnrpa1 protein, fragment
gene:Smp_314110	0	1	7.07049350338205	7.08364692392833	1605.09267562586	226.582699052217	Lysosomal alpha-mannosidase	Alpha-mannosidase 2
gene:Smp_314240	1.86517468137026e-14	0.999999999999981	2.91559630014112	2.94647233208591	89.7422810477079	30.4509278255701	Tctex1 domain-containing protein 3	Cytoplasmic dynein light chain
gene:Smp_314250	1.13934417456107e-11	0.999999999988607	0.0789195234470452	0.0678537435973689	2.76300073175022	40.8573211636585	E3 ubiquitin-protein ligase MARCH2	ERAD-associated E3 ubiquitin-protein ligase DOA10
gene:Smp_314360	0	1	0.00367463286944623	7.36145270119411e-05	0	135.832752862867	Phenylalanine--tRNA ligase alpha subunit	Phenylalanyl-tRNA synthetase alpha chain
gene:Smp_314500	0	1	2.42942008948729	2.43144175816613	844.052079505629	347.134683466425	A disintegrin and metalloproteinase with thrombospondin motifs 20	A disintegrin and metalloproteinase with thrombos motifs 13
gene:Smp_314620	0	1	0.241165570152508	0.240198507557668	92.5286940598226	385.249238289003	Membrane-bound transcription factor site-1 protease	Protease CSPB
gene:Smp_314630	4.9791282208389e-12	0.999999999995021	3.09529095875973	3.14176583631556	69.5341362129469	22.1253658535237	Synaptotagmin 1	T-cell surface glycoprotein CD4
gene:Smp_314640	1.29599161402538e-08	0.999999987040084	0.269584691176647	0.2694956692365	1085.62846448134	4028.39783140237	thioredoxin peroxidase	1-Cys peroxiredoxin
gene:Smp_314750	7.7715611723761e-16	0.999999999999999	2.96382953745183	2.96947414271574	507.226361930166	170.806898060702	Neuron navigator 3	Neuron navigator 2 isoform 4
gene:Smp_315230	0	1	2.46958396972056	2.4723740926197	639.350609575661	258.591888558945	Hypothetical protein	Uncharacterized protein YETJ
gene:Smp_315480	0	1	0.092104429659142	0.0895072570142354	15.3522187535418	171.62098575458	Hypothetical protein	DAP epimerase, diaminopimelate epimerase
gene:Smp_315500	0	1	2.35351449725235	2.36002026748724	241.05854290127	102.136810441565	Otopetrin-2	Integron gene cassette protein HFX_CASS2
gene:Smp_315800	0	1	2.34355747602223	2.34501803867952	1059.10437983615	451.634448941015	Transcription factor 7-like 1	LEF-1 HMG, protein (lymphoid enhancer-binding factor)
gene:Smp_315840	0	1	2.63586180444738	2.64107707719109	406.724753191413	153.993363515613	Kinase D-interacting substrate of 220 kDa	Polyhomeotic-like protein 3
gene:Smp_315870	3.34177130412172e-13	0.999999999999666	0.444672475234623	0.44439746841015	440.58333625868	991.429797879408	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	Dehydrosqualene synthase
gene:Smp_316020	5.32907051820075e-15	0.999999999999995	2.48084328059323	2.48489603545325	445.777212617004	179.388737917698	Transmembrane emp24 domain-containing protein 5	SEC14-like protein 4
gene:Smp_316100	0	1	0.478095897374343	0.477696548218311	306.504244871193	641.640533198145	Uncharacterized protein KIAA1143	Protein AF2095(GR4)
gene:Smp_316140	5.24520427092057e-10	0.99999999947548	0.0692406762762491	0.0682511873033652	31.510802595348	461.82522720628	Eggshell protein	High affinity copper uptake protein 1
gene:Smp_316150	0	1	0.00822949420418972	0.000165604737967299	0	60.3747457672053	Eggshell protein	High affinity copper uptake protein 1
gene:Smp_316160	4.06086275717144e-12	0.999999999995939	0.0540560750687949	0.0536485405581964	61.1291691744915	1139.61408927358	Eggshell protein	COG3005: nitrate/TMAO reductases, membrane-bound cytochrome C subunit
gene:Smp_316170	0.000138802614726541	0.999861197385273	0.0525462458782589	0.033078406773127	0.780397350541434	23.8846620362488	Eggshell protein	COG3005: nitrate/TMAO reductases, membrane-bound cytochrome C subunit
gene:Smp_316220	6.76000665269516e-05	0.999932399933473	6.14142676584289	6.91257540113803	22.617994314689	3.26345352514545	Putative uncharacterized protein YehQ	Protocadherin beta 14
